X1,X2,X3,X4
556073,2,2040565,80098944
712430,1,712269,10574380
678934,1,713968,7852544
711789,1,665635,11420842
735422,0,705365,11424920
717759,1,791106,48342873
736734,2,2037754,14464324
638341,1,591806,48344282
720398,0,714533,1216444
714284,0,701102,74842284
131738,1,657616,74842531
777057,1,716285,43409264
736698,0,688869,28579588
873846,1,611972,74527231
710537,1,711921,3106501
712306,0,728755,1215048
687609,0,713876,32210795
601142,0,736319,56306879
661420,0,774556,52122671
718046,0,855018,63046275
717059,1,723690,31794948
751153,1,723948,14462014
893788,1,713234,74524345
664151,1,701405,32216939
730181,1,747043,32215224
725814,0,716528,3104519
753044,1,711177,28580153
709870,1,688267,28574340
730654,0,691047,7847275
595310,1,689323,74844204
709556,0,710594,28577911
665566,0,684204,10568824
802258,1,690089,80097743
713357,0,932726,74841153
901240,0,798103,74526835
725656,0,782400,80100053
707731,1,696827,7852069
713855,0,670082,7851672
728204,0,658833,13279739
707746,1,719852,1210843
715356,1,1046984,80101456
713919,1,734456,14463346
712781,1,800671,74842675
678534,1,724322,43407651
697643,1,719342,10574786
709832,0,756192,11423627
695306,0,711174,11057723
706845,1,723122,14465041
704353,1,711756,1210666
716799,1,713183,3102302
726954,0,799554,28574339
680883,1,566560,74843007
707787,1,403948,48342427
716039,1,717086,3104451
723644,2,2040565,11055285
724052,0,714890,1756439
648198,1,774426,25557976
672621,2,2040565,48342592
600319,1,799752,28575560
887248,0,575088,74528506
718300,1,672563,52125304
700361,0,658873,11056896
721814,1,644606,32211015
1376868,0,714056,10572248
703880,1,700374,11425111
752931,0,690138,48376588
713070,1,736591,57824794
797274,1,664994,48341722
711729,0,735731,25558765
543260,0,778937,49566864
714424,1,721806,66877477
714036,0,713855,10568857
713468,1,784501,56307224
741438,0,683069,7846061
687029,1,712984,7847970
713892,0,780198,32210684
607862,1,665679,66878805
735104,1,854555,57825783
712710,1,722775,11423551
692841,0,796016,63049969
712073,1,710398,1755009
702586,0,700396,11058087
733870,0,691098,7847475
703590,2,2040565,3106806
676959,1,730334,28578327
691412,1,732189,32214796
572545,0,696484,43407496
668155,1,666588,80100353
714301,1,711849,1758736
687447,1,707352,66878680
755848,0,716179,13275278
799745,0,732996,48344931
712604,1,743025,7850379
716468,0,682655,32214631
723659,0,581605,52122721
712911,0,765622,48344362
712118,0,750314,28574056
712905,1,763259,31795413
701582,0,667347,10574484
1376868,1,677801,32210911
710850,1,727967,10574120
732523,1,334733,48344297
727375,2,2040565,10568861
618725,1,812309,74837441
698603,1,713736,13275256
662259,1,292073,74526539
708421,1,721670,7851290
718161,1,780868,43409234
732372,0,707902,10573649
676583,0,712489,49565528
1981017,2,2040565,7848111
703865,1,690060,13273756
738850,0,705522,11425631
611467,1,626579,57827728
894575,0,713840,66880698
731476,1,696841,3106187
869909,0,711739,52125516
714205,0,711470,3102643
711363,1,714027,1215432
727096,1,635687,56305539
687004,1,659228,57825536
538142,1,709098,49567916
711866,0,714456,1760286
727505,0,153013,32215466
611306,0,1019863,80095768
655564,1,832368,48378697
710019,0,724385,14461488
702503,1,802643,56308910
687456,1,660972,31788609
737988,0,712773,28574082
708096,1,719017,1758924
639289,2,2040565,52123841
713400,0,695345,52122372
754596,2,2040565,11424225
687864,1,671362,28577241
738799,0,738446,13279988
707323,1,541475,52124816
749951,2,2040565,48339654
693715,0,655174,31791597
557011,0,738454,57827636
756442,1,719490,13276741
618781,2,2040565,80096554
726288,0,713743,28574727
767417,1,688721,14459802
721648,0,789284,32213635
726044,0,713035,1214154
700103,0,674569,52124612
694324,0,717602,11427431
726934,0,738678,74527882
727822,0,735837,57830074
731723,0,713444,11422939
714248,0,838536,48383220
731908,1,270202,32215102
714090,0,702722,11055692
598820,0,710207,80098817
696753,0,705512,13279816
808645,0,742866,52125737
718116,1,638947,80098939
971492,1,971491,66875873
737656,1,711739,7845924
760417,0,710908,57827302
738412,1,722345,7848960
733089,0,675479,56309011
695079,1,720351,3107439
709770,0,790189,49568223
686874,1,669453,13277021
721172,0,760788,48381500
638461,1,713736,66874809
710957,0,270143,1759881
779726,0,533180,48382393
697875,0,675878,10569735
723101,1,696933,10568274
762028,1,673014,63050667
766890,1,697073,14464678
714255,0,676518,63051388
674053,0,1038892,80101996
698547,2,2040565,3101398
1019632,0,716644,74525338
714292,0,793801,48340929
714007,1,662975,74841484
713085,1,741892,11422834
775241,0,643327,43408406
733562,0,718379,52121917
684586,1,744181,11423353
713252,1,686662,11421916
720145,1,787748,32214649
719718,0,530882,49569426
697429,0,707331,10571835
720721,1,713716,11060507
738240,2,2040565,25558509
718439,1,723431,48382278
760080,0,713767,31792457
749924,1,767470,48376357
733683,0,848404,74523049
762308,0,731894,31791557
753216,1,739712,31788734
682674,0,663982,11427653
697315,1,718790,1756341
743331,1,713743,7846485
707269,0,713318,7846934
556827,0,709986,52127543
713378,1,708121,10570108
604635,1,758515,57826250
886501,1,664626,57828054
702906,0,595859,32210627
877211,1,736719,63052840
711812,0,669892,80097334
707516,2,2040565,52126133
740425,1,661959,11060194
713743,0,725077,1212375
713410,0,738116,11057223
668256,1,711292,25563078
714173,1,558169,43412259
712570,0,664456,25558997
712312,0,685961,11426212
701690,1,745060,7845991
729283,1,719074,3102272
735098,1,744833,52124569
674858,0,633183,63048079
788051,0,648063,48342783
711734,1,724199,11425177
742975,1,767049,80100085
701651,1,735732,14464689
713701,0,602282,74838264
702304,1,694018,80101793
782615,1,733364,52126302
702936,0,717494,3106799
698465,0,1053978,80097074
714197,0,726590,32213956
732107,0,769806,25560002
707791,1,793129,28576828
733344,1,715474,32210340
789035,0,734855,48342550
657656,1,763811,74527294
701243,1,754994,74523362
745816,0,689290,11054884
691322,1,721111,13278529
530487,1,916105,66876122
765031,1,697607,74528664
639040,1,670986,25558374
714016,1,741600,52125855
704273,1,647638,57828934
714310,0,730567,14465458
688079,1,713639,49571118
1019654,1,573034,74528979
675552,1,732976,14462452
713563,0,699586,52123092
438018,0,678892,31790650
586616,1,729075,74844198
726237,1,719030,48342738
692743,0,704424,7851746
752034,1,734249,48377654
713767,0,713341,1217311
709336,0,704486,48379737
661494,0,703194,14465168
716305,2,2040565,25561824
865624,1,714622,74838423
714571,0,713639,1217622
720039,1,722591,32211313
718272,0,366625,52122412
708584,0,696711,48339803
713400,0,717409,11060383
712419,0,716179,31793236
772095,1,672358,48340107
729465,1,716113,3102277
764815,1,559963,43411377
678458,0,697217,57825095
741456,1,694646,11057388
714545,0,687643,11057910
644358,1,719686,57830626
710422,1,682674,11427722
713736,1,713563,3106422
715734,0,578876,66879043
716806,1,732756,11060717
1963161,1,717856,1760091
663372,1,793074,57828844
686458,1,823860,56309247
715561,1,850823,48377910
710492,0,869303,57830209
731382,1,697122,28578983
713519,1,713884,49571808
716031,1,718106,74837275
619615,0,659579,31792132
711530,1,774205,14463929
712795,0,722887,32212380
601053,1,550852,48340493
753766,0,702087,14462564
735434,0,713743,57827683
592599,1,660888,66874809
566745,0,683491,57828292
712911,1,738380,66877354
730525,0,604480,43408792
713346,1,718240,1216734
726288,1,705632,11421117
713814,1,710167,48342034
713489,1,719976,57824100
712255,1,723433,1215623
707323,0,531277,48378784
612288,1,714191,48340734
789118,0,765490,25564430
708611,0,1963161,1215274
644820,1,716953,28578419
902541,1,578663,56308273
664632,1,688303,10569600
685241,1,722292,49565938
666983,1,347566,74843042
696297,1,731612,11426159
796327,1,711734,52127074
759599,2,2040565,48378504
564194,1,729600,49569384
708767,1,714007,1215123
719783,0,773252,66876591
713639,1,717083,1212583
704409,1,704696,56304379
713085,2,2040565,1213002
711424,1,675354,48342733
713474,0,714867,49569059
696619,0,857138,28577375
552287,1,630290,74527384
754277,0,764541,13275210
671308,1,721961,7851694
798584,1,683935,25558351
742343,1,730010,66878881
694719,1,718497,13279351
712753,0,821554,74837636
720906,1,713701,14465671
671305,0,712858,57829507
1376868,1,713736,57830623
763386,0,751404,14459153
713250,0,723160,1212972
663844,1,707614,43408700
579209,0,741807,31795491
843264,1,929738,66879566
705141,0,714350,1756220
661314,0,753862,48345978
714016,1,659602,56304691
715711,1,722111,48379181
591828,1,702049,56307375
713294,0,709495,10568477
699945,2,2040565,52120610
739604,0,694610,25561790
653432,1,745645,28574826
797022,0,627594,74522412
690069,0,713444,14459884
714717,0,751562,48383333
718923,1,726386,1754667
813062,0,745193,63046475
846846,0,795860,48382633
658753,0,607636,74523550
716723,2,2040565,80098685
728025,1,716676,1757866
654303,1,751251,52124624
703577,0,623798,43407526
715438,1,707626,1211287
692192,1,730263,3101387
740221,1,713563,52123112
693329,1,701043,10569576
645431,3,1687372,48341815
743656,1,771681,28575715
581939,1,650762,56307666
669184,2,2040565,14465233
879238,1,571657,74844168
658304,0,800674,63049282
790758,1,739088,48378688
883373,1,642746,63052772
652985,0,722795,48382276
740268,1,657308,57830117
690647,0,696185,14461465
713776,1,713224,43409798
730192,1,717858,43407336
715664,1,805156,43412912
695990,1,694349,1759046
711729,0,713876,48379794
683188,1,690704,66878295
590048,1,920378,66879873
704281,0,708741,52125141
947471,0,720700,63045886
681522,0,714350,11056413
960613,0,593339,66874130
675731,0,765436,57825571
718387,1,744211,10572165
710605,0,728659,31791569
715944,0,717759,3103741
741790,1,714350,10574681
718319,0,775357,25561807
664404,1,537259,80101588
726255,1,776098,32215173
554309,0,713194,48342932
733748,1,748201,10572633
700354,1,651428,57830348
741202,1,625900,49568103
722949,1,720628,14465143
645386,1,683380,56305621
681270,0,713558,10571140
703288,1,723271,3104963
712997,0,720768,1755598
712168,0,694128,11056732
713444,1,714533,11425823
714237,0,722149,1217224
693488,0,698208,3102559
710480,2,2040565,1758039
712100,0,717894,11422658
709986,0,717719,28577848
715781,1,711789,3104272
709075,0,689354,11055469
679017,1,672125,7852259
637062,1,673020,49570334
758802,0,607464,31795499
710403,0,717807,3108048
732501,1,606060,48344293
743971,1,626086,49565101
665833,0,674316,28577929
706693,1,712131,1217759
619942,0,983486,74522338
1019626,1,711994,74524354
711330,0,656074,32212679
660247,1,675046,28579136
782423,1,707902,66878411
713701,0,728270,56309493
712612,0,707924,14460750
611076,1,712878,49564832
614381,1,690155,74839109
727996,1,25512,1756451
714451,1,713478,7849738
710656,1,723848,14465933
721729,1,717873,1212305
716176,1,713366,1753890
703687,1,727707,3106627
907550,1,709382,56308518
765023,0,711030,43411564
713266,0,692215,25563427
714483,0,705491,10571284
589125,0,281036,57825886
728417,0,749473,48340958
695129,0,712004,7851603
742084,1,687922,13279544
698035,1,733003,11425202
1208909,3,1916709,48341815
736677,1,891036,57827212
816265,1,812108,57830380
773457,1,712841,48344974
644121,0,754489,31795499
686914,0,722147,52120888
711842,1,719229,14464831
816511,1,735146,48345718
810437,1,674056,74842154
587553,1,715939,80101372
726744,0,733355,31794240
723501,1,713846,13274929
714390,0,713076,74526889
718009,0,719691,1211704
713639,1,713725,7852607
738735,0,688690,7849190
701064,1,714801,1753279
559524,1,876664,74841435
706227,1,721567,31788602
707118,0,645209,48382734
717507,1,706798,3107588
728201,0,712997,11427853
610920,0,666070,28578221
714622,2,2040565,32212599
691255,1,713647,13276305
756205,0,684019,11425679
699103,0,696373,14464201
713473,1,707256,7846678
711247,1,715158,14459724
718228,1,675486,49570311
703194,0,638263,48342803
713085,1,721200,3105729
686936,1,731230,32214732
727607,0,713468,32213292
712124,1,699171,13278472
710973,0,716428,1755734
729413,1,711842,1757875
662806,1,775453,74528223
743627,1,654089,66879910
797882,1,663573,56303534
669275,0,627176,74523329
679524,1,717649,10569057
712054,0,707107,14465628
714301,2,2040565,28575158
695125,0,720698,7848448
684372,0,578289,57827556
677809,0,664448,10571458
610586,2,2040565,49571675
897841,1,702109,74528273
712481,1,905201,74843433
704859,0,712646,3105789
711579,0,661016,52126195
690794,1,725634,13278119
704216,0,1376868,10569294
717937,0,760626,74838423
709964,1,714027,28578829
734153,1,712632,52121883
713444,1,697601,1758567
428602,0,713094,10573610
699958,0,690626,11057668
605188,0,618688,56307292
700869,1,694311,13273830
736231,0,718457,10574361
662183,0,686262,31795375
768623,1,712100,13274068
697574,0,798169,74842852
704721,1,718681,57830074
714929,1,712450,74839882
227904,3,1666503,48341815
735090,0,707907,11422294
734682,0,657495,28575540
748914,1,712886,25557508
650557,1,562136,48382776
628602,1,713305,48340142
639289,1,534250,52123869
574759,0,269020,57824135
716620,2,2040565,1217337
791170,1,710775,52126032
671466,0,712019,7847161
694719,1,688454,7852660
770868,1,710417,14462604
716898,1,759119,13277448
713138,1,701884,56302788
722437,1,736054,52124109
719311,0,711667,32212883
744472,0,866384,66880033
639289,0,878776,52123841
831831,2,2040565,80100476
780524,1,540952,66876043
714629,1,719681,11054811
714734,0,702710,32217074
712795,0,748648,31790056
763559,1,718527,13276708
736426,0,683060,10571080
739153,1,562076,74843238
793801,0,702383,48340887
704078,1,734197,14460840
715307,1,713468,31793281
732296,1,667505,11422550
740073,1,716494,14466179
709936,1,714451,1212972
704102,0,30627,43408455
706242,0,765494,52121048
148110,1,652078,63047535
713701,0,713266,28574656
713736,0,731918,31795587
789649,0,738380,32215456
708767,1,714116,32214529
680366,1,765694,57826641
687256,1,680201,43407748
684200,0,713474,32214042
731823,0,672848,43412601
492853,1,676402,28580311
695589,0,716723,49570648
1021707,0,717996,74839651
798986,1,712795,32215831
742372,1,720946,48340400
592089,1,761669,74522625
715113,0,718172,1759749
947493,0,667214,63049519
767842,2,2040565,32217390
240292,0,661689,31788767
718324,0,705395,1210985
727564,0,623546,43408031
653757,1,694916,31794250
684034,1,292073,10571736
662949,1,751077,11424178
668111,0,727758,11058149
736769,1,862842,66874979
591263,1,730011,74844274
710492,0,715477,1756483
715889,1,532306,74843608
718619,1,663367,11424490
689413,0,572154,48342510
732136,1,681828,32211326
743511,2,2040565,48339343
724812,1,818564,56307526
713725,0,694008,63051188
741326,0,728301,11059941
708312,0,746953,31792260
691202,0,188742,43407706
719669,0,820523,48380202
786288,1,571393,74837912
737143,1,553870,80101377
713224,1,720835,1216965
813880,0,712183,49567030
704398,0,925783,66878042
730103,1,802502,63048874
721414,1,691107,11427344
722940,1,1376868,25560883
659195,1,702147,49570200
700231,1,713378,7847091
714147,0,699066,32213124
292073,1,698976,11058549
708425,1,760761,11060867
803884,0,655477,52123006
744695,0,691110,10570507
666991,0,720802,11058821
708967,0,658662,52122594
713752,1,811668,63051462
713474,0,722786,57830481
716039,0,597958,48340803
686229,0,798009,28574212
754804,0,717596,43407146
700359,0,684531,31792815
688567,1,799722,74837412
704246,1,712941,13278245
713366,1,718962,32213308
870926,1,684069,48378627
713318,0,722044,1215393
706013,1,696133,11427366
778910,1,803775,49565678
742207,0,725772,11055717
683144,0,712941,56307319
263287,1,790093,74838502
736590,0,623247,32212582
669377,1,671159,56307742
530532,0,717000,52126976
714801,0,710636,74839241
717687,1,712504,43406879
742573,1,730152,13279755
753416,1,837466,48380968
721414,1,711904,11427335
659581,1,583419,52122464
713294,0,674220,74528829
714173,1,718240,1213518
740621,0,753809,43411956
715559,0,710091,7848717
706737,1,711131,7847935
655114,0,723754,74840134
709075,0,701049,31789491
752495,1,713429,11059993
711069,1,744406,74843495
692566,1,707586,7845873
690141,0,728229,52127476
705719,2,2040565,1211200
656174,1,715641,63048764
712960,0,695246,14465470
716206,1,713468,1753625
711075,0,695343,14465897
811995,1,643919,48342319
714526,0,714105,1756004
800464,0,656376,66876562
716696,1,698135,52120908
312174,1,740061,74524827
716718,1,678703,63048336
691127,1,687511,56308828
757162,1,729513,52125218
898770,0,788802,80096376
542127,0,688897,43407475
713639,1,698336,32216791
721934,0,696309,1753292
708609,0,712834,1217233
715775,1,798966,43411366
707739,0,711159,56307070
776209,0,686361,66877026
640486,0,710335,52123798
713245,1,733860,7851365
709498,1,707245,49571163
557608,1,680349,80099433
717738,1,582035,43408103
712967,0,716987,31792165
635546,2,2040565,49567386
721279,1,713474,7847104
715205,2,2040565,1755915
598299,1,664203,56309424
940484,1,728135,63049759
714807,1,660685,11426761
719790,0,645200,43408765
595255,1,453937,43411020
713474,1,661642,10568407
711849,1,708151,11425981
670050,0,717459,25561288
572352,1,586190,74527418
690944,0,630960,32210449
757016,0,697095,14460094
705288,1,713639,11425023
587336,1,719495,74843120
713563,1,776812,56304172
713542,1,715212,3103204
725092,1,598755,43408471
790343,1,660860,63048662
904834,1,921671,56302966
714649,0,712733,1757893
713767,1,725793,56306607
684743,0,798163,28574607
868422,1,739797,63047427
857138,0,708456,11424410
715811,0,843221,74526835
686463,1,708295,14463834
756865,0,786965,28573845
716232,1,637195,28580313
734536,0,737097,11060235
734425,1,694086,3107790
680895,0,939627,74526866
710884,0,732610,7846009
715152,1,745660,80101499
750628,0,695591,11424927
713736,1,736462,66876788
769793,1,939426,63052816
713085,0,718071,1213002
702122,0,732544,7850901
723110,1,546124,48377842
695953,0,713989,3100971
713346,0,713563,1214388
732606,1,767336,57827871
712821,1,712510,63047309
712496,0,713743,3107442
727844,0,782006,57828171
599222,0,591940,52126858
727789,1,746552,11422902
713366,0,710470,7851969
700495,0,712469,80101361
720546,1,700467,7848421
947484,1,975312,63047397
714191,1,706194,25564005
561885,1,688021,43413680
717020,1,713563,1754489
757755,0,713639,31788602
713275,0,733213,13276510
712653,0,735408,25563902
692335,1,689084,56309277
670651,1,713767,7847024
703329,1,679486,10574311
711205,0,711442,1753852
716676,0,713076,7852380
715420,0,743079,43412655
855521,1,710775,52125987
869626,1,924308,66873988
691111,1,723133,48377005
708713,0,611433,74844032
707660,0,258605,1753820
773494,0,868690,52125932
665124,1,766915,31792568
688290,0,753766,48340180
714124,1,684545,57826678
731132,1,742096,48378860
730776,1,721886,49566041
559114,1,731359,74524096
701522,1,755903,25560611
715540,0,710163,1757275
732650,1,714016,3101724
710249,0,710726,1216527
782048,1,704589,74839841
700389,1,720417,1755049
696764,0,715021,1757871
800764,0,713410,43411642
648553,1,717503,56304361
725957,1,775407,31790485
674186,1,711894,25564010
710754,1,714163,1216896
712377,1,713892,1212874
726111,1,710754,56307386
711800,0,698416,11422644
741328,0,602301,43406508
705506,1,589663,63046202
770525,1,705039,52126060
669944,1,830160,57827257
712997,1,947705,74528087
711507,1,980059,80102190
704908,0,686568,43407513
667467,1,678773,11055112
684069,1,704095,48378600
752347,0,763799,31789480
720256,1,727541,7846096
713743,0,734670,3107802
664381,0,722475,32212024
740787,0,727375,10568815
713679,0,540717,49568658
698473,0,700770,14465773
744191,0,815623,48381662
751805,1,739719,48382756
751766,1,275785,31789073
677462,0,701084,13279197
534720,1,713148,49568249
584483,0,663264,74840468
699945,0,792986,52120610
731700,0,724567,3105972
690651,0,717928,14463856
745795,1,712776,32210305
711995,0,786109,49569952
1259711,3,1640328,52125824
796479,0,713005,56303921
711375,1,751752,52122155
671396,1,738337,7847662
714007,1,695022,7851073
623247,1,712044,32212497
592733,1,559825,80097965
558415,1,712073,49571539
712148,1,788519,66873922
716031,0,700276,3105288
1376868,1,701410,3103894
691308,0,716462,7850482
727932,0,712329,14465614
727051,0,705740,25564071
292073,1,702971,28574764
786267,1,713294,48377495
692536,0,725628,11056133
798169,0,535691,74842824
808049,0,901704,74525319
718145,1,711545,11423849
731942,1,685050,52122807
657720,1,741420,49565598
826322,1,1376868,43409211
696583,1,725628,48345623
710063,1,700598,1755187
778656,0,743974,43410327
730612,1,712142,57826986
681870,0,712079,7850642
712489,0,720631,49565502
919155,1,1010768,80097719
708689,1,713094,3104089
739596,0,712531,13278744
620160,1,622889,25563587
715231,1,704095,25558544
695207,1,711350,1753710
713619,1,698288,31788718
713366,1,717444,57828979
591918,0,725449,48378611
704905,0,731838,3105826
693955,0,802881,25563310
693713,1,698612,3107265
750836,0,740101,25557637
765630,1,726770,28579068
711314,1,721653,11057528
616381,1,714378,28573841
598312,1,860629,52127141
738801,1,677201,43413145
798043,0,674759,25564071
1376868,1,619256,48380206
316020,1,578497,63050086
835962,1,712686,48381966
600332,0,713743,28574105
677073,1,588669,52123562
710824,0,693922,49571439
172757,1,716364,57829719
811048,1,732919,74524472
713318,1,752473,48376781
714496,1,744499,48381785
713639,1,708349,3102328
746134,1,719823,11059936
857138,2,2040565,11424388
729367,0,712941,10569641
734330,1,633506,74523211
842866,0,675761,80095624
648510,0,701968,63048365
733855,1,723578,11425517
713104,1,714284,1217532
661235,0,708217,13277691
721030,0,742907,48339971
691293,1,752238,48383262
715021,1,712834,7849675
700736,0,714301,66875004
746604,1,783118,80099754
691812,0,704839,13275089
682728,1,714401,80095992
713104,1,725418,1754715
708282,0,743949,14462089
730921,1,725499,74844124
638899,0,684628,57824184
699384,1,292073,3105568
732779,1,713736,11423535
630033,0,743485,48378494
737463,1,715119,31792433
722410,0,732881,7850435
600298,0,734784,28577692
742026,1,554156,48343757
659560,1,758490,31794601
747787,0,718135,13279751
850985,0,714090,66876349
710923,1,719993,7848883
690073,0,624024,28576200
618868,0,825738,49566171
798866,1,902070,56304866
255964,0,713892,57826641
734635,0,734636,3102448
721788,1,552016,48341248
643488,0,668256,25563078
679521,1,710542,14460040
714981,1,767222,43409299
744179,0,719389,11427239
697419,1,744503,13276657
847263,1,794461,57826692
713245,0,711724,1214342
687004,1,711724,11421337
565427,1,707914,49571561
714564,2,2040565,1757041
718949,1,917354,56303167
697064,0,726288,28574789
536321,1,679135,49567095
682283,0,723641,48379382
715014,0,717849,28580046
705886,0,712841,11422298
714401,0,796350,74524850
600299,2,2040565,28577578
711734,0,709751,1216753
703045,0,705692,1213111
726450,0,687147,7847989
739349,1,727521,13278945
660595,0,778155,31794242
713366,1,721281,1212041
714180,1,561836,43412810
710323,1,709032,11057287
673465,0,689510,43408553
724798,0,650974,43412900
716128,1,678793,7852775
742598,1,711386,14463563
647478,0,788051,48342783
713336,0,725807,11426802
736319,1,719154,56306879
774675,1,714833,48341431
713767,1,714105,1215936
668802,1,714408,14460060
689999,1,689484,74841064
755294,1,736450,11426269
575675,1,870295,57824622
597784,1,713173,49568976
837610,0,742046,57830787
715483,1,713855,49565117
730737,1,696080,3106217
782018,1,761831,28578381
637580,1,689999,57825028
828876,1,797228,74523617
717373,0,270116,1754497
713919,1,797708,25558087
530493,1,665822,74527709
686642,1,690210,10568118
724298,0,270143,3107804
689704,0,755059,31790434
711276,0,714940,3106478
686352,1,735879,32215898
706483,1,732127,66875468
718123,0,760079,74842649
712892,0,649623,74525270
765448,1,713999,66874083
695700,1,738809,13274333
754163,2,2040565,52121332
693594,0,713855,25558874
596268,1,753607,43411322
793854,1,526409,48341141
715521,0,718541,3101974
690263,1,713563,10570631
713336,0,719594,11056132
713336,1,714301,7848999
697326,0,708425,11060827
711995,1,714046,56304442
741817,1,661762,11425499
969598,0,752109,74524155
731832,1,711325,3105763
710252,1,717973,31793814
687171,1,734193,25563643
713366,0,713743,1757993
721150,0,711638,28580857
711970,1,714027,31792542
626556,1,766775,80098595
716872,0,704477,11424924
759716,0,696625,48341560
717541,1,747647,11427734
719930,1,713736,25562820
702738,1,701804,52120459
697680,1,685117,11058102
714717,0,696300,1754701
742531,1,737920,49571156
709815,1,732587,7846707
791341,0,674739,52122054
734099,1,566474,52121327
816713,0,712834,48377801
611416,0,765409,48340959
703471,1,724300,43408472
713701,1,746535,56304438
712430,0,627162,25557744
698493,0,712582,3104347
741340,0,713563,31791844
627785,0,630670,28576378
725294,1,714027,25563689
684929,0,710947,66874742
786207,1,697207,32215617
713366,0,1376868,1213174
714890,1,723939,57828325
736631,1,678249,32217133
719126,1,713846,11054115
619517,1,980529,80100085
724526,1,714083,28574054
713245,1,584039,52121534
592883,1,777046,66874258
718243,0,680115,25562197
634014,1,620152,66879700
702503,0,697142,11058833
701653,1,759235,57825015
734802,1,714265,32211899
639707,1,702985,57824582
971493,1,681104,66875994
684279,2,2040565,63045714
719748,0,673725,10574126
700354,2,2040565,1754708
754692,0,616075,48341182
792495,1,733905,57829578
724701,1,709333,3105566
779246,0,707344,74527504
612160,1,718086,32210684
756039,1,715366,13280058
704951,1,713639,63051311
576798,0,705745,48379349
756189,0,673144,11422588
741981,0,711606,43411637
711380,0,714191,1756494
859945,0,535815,74841802
643716,0,733536,25563047
744000,0,695469,48344026
730888,1,713855,49566532
660602,0,712540,80100334
710579,1,636042,66875929
711498,1,713194,32213757
731506,1,713855,32211619
713357,0,661593,80098593
720923,0,709969,7846115
709279,1,709257,25559841
677010,1,714604,48341518
716499,0,726902,49567164
701724,0,713619,3107378
772826,0,713389,56305303
739232,0,704839,66880568
631312,1,554474,66878868
689440,1,730861,13274735
756047,0,716085,28577032
688909,0,703147,52125868
616011,0,765975,80099933
635326,1,713619,31789411
715219,1,709850,11422516
713997,1,703379,3105789
740369,1,717308,32212177
727109,0,730277,48343846
732528,1,717078,3107542
720631,0,676583,49565466
700670,0,708111,31792251
740615,0,732288,7852611
1981017,0,712295,25561505
551908,0,563445,57825492
712905,1,715552,1757503
713701,0,544123,49564817
710428,1,698133,63047403
693240,0,712340,7846672
782180,1,726149,48345153
714361,1,732750,14463266
730616,0,748050,31790659
853523,1,748480,56306883
692391,0,713400,3104874
726533,2,2040565,74840921
764638,1,723088,13273142
730061,1,709995,25557972
714340,2,2040565,7846678
694479,0,715373,14460012
690248,0,718218,14466264
708366,0,711020,63047485
712185,1,668081,11053966
775557,1,781949,28576588
738065,0,745512,10568596
709701,1,691455,7851797
711227,1,714826,3104590
712079,0,705607,1215513
709489,0,734664,3106644
705827,1,711410,1758365
739724,0,617205,57825814
568431,1,718846,31790588
710616,0,754605,57823921
700861,1,742812,10572534
566917,1,688253,80098930
782832,0,715251,31792879
741735,0,709911,11059155
711334,2,2040565,13278793
703994,0,738021,52120871
673327,1,722361,49571340
868626,0,745637,63047256
714711,1,825494,63048852
690043,1,712177,32211355
774379,0,710884,48346049
709847,0,685773,80096050
852610,1,754613,48344144
714036,0,792267,48376215
723539,1,657338,52122537
719495,1,829626,48381007
676907,0,638623,25561530
622003,0,862786,56307449
702577,1,713474,3107420
673678,1,687213,32215595
697650,1,292073,1759891
713234,1,735394,74524327
767281,1,677922,57828443
713701,1,713275,3102838
713194,2,2040565,11421129
700325,0,708409,1755825
551746,0,703640,43406772
732231,1,601627,63049356
674657,1,676083,57829404
712948,0,729097,48342803
714248,0,696272,1757408
705217,1,722603,57825825
663536,1,676856,25560500
746882,1,676260,43412008
676702,1,741311,11423027
793606,1,715119,49569142
713474,0,709786,3104683
708334,0,711350,48343845
721474,0,701243,1758360
732033,1,258595,25557370
577358,1,708645,66878738
780729,0,759942,49571243
713814,1,678376,74528840
755693,1,554971,49570977
714585,0,707142,3103713
774877,1,748784,66877069
639150,0,984533,74838262
671447,1,760080,31794959
693915,0,706752,13277464
729286,1,713284,48378165
708875,1,668009,66878993
703711,0,631075,74529420
740300,0,713052,43411512
714046,1,747308,10569355
722067,1,1376868,1214614
742413,1,711926,7850319
681402,0,711507,11056692
657302,0,752535,25564509
654774,2,2040565,80102100
555205,1,662475,57824317
705991,0,692360,11055686
712171,1,718462,74839844
642021,1,703902,66874989
733812,1,664488,13277144
694122,1,682080,63046866
707965,1,719495,1755127
702484,1,750227,13275914
705126,1,697400,11425912
713489,1,715768,1212878
746762,1,847405,66876682
736494,2,2040565,80097950
700233,0,707911,56307161
703533,1,840858,57825910
779426,1,701114,74841087
675270,1,713474,25559699
668398,1,711734,13279378
716879,1,714116,1754797
709172,1,713052,1753203
533765,0,738436,74527133
706616,1,723498,56309536
717073,2,2040565,63050557
790500,1,719464,43413254
734474,1,714807,14463943
929409,0,589474,74842538
701672,1,740488,11059719
677163,2,2040565,66880734
716573,0,530532,52126921
735374,1,719949,56302499
801322,1,680582,48383258
541862,0,310580,56308284
680773,0,711141,14463378
708077,1,716309,1754239
712927,0,716568,14460567
711545,1,697489,31790497
778277,0,670287,66877727
716653,1,730385,28580057
857462,1,744428,74840360
