date,count,start,end,type
"20171024T000000",289,104246,104534,3
"20170428T000000",299,55361,55659,3
"20170422T000000",105,54541,54645,3
"20151019T000000",1,54,54,3
"20160711T000000",130,11426,11555,3
"20160125T000000",14,1317,1330,3
"20171009T000000",201,98913,99113,3
"20160227T000000",54,2474,2527,3
"20170408T000000",154,51647,51800,3
"20160105T000000",55,724,778,3
"20161005T000000",91,20900,20990,3
"20161026T000000",162,23720,23881,3
"20151123T000000",8,225,232,3
"20170530T000000",174,62257,62430,3
"20160905T000000",86,17081,17166,3
"20170116T000000",104,36069,36172,3
"20160427T000000",128,5723,5850,3
"20160713T000000",112,11635,11746,3
"20160420T000000",41,5339,5379,3
"20160828T000000",123,16265,16387,3
"20170905T000000",398,88390,88787,3
"20170725T000000",394,77181,77574,3
"20170415T000000",286,53118,53403,3
"20160103T000000",43,678,720,3
"20150523T000000",4,2,5,3
"20161004T000000",39,20861,20899,3
"20170419T000000",297,54003,54299,3
"20170427T000000",78,55283,55360,3
"20160620T000000",96,9763,9858,3
"20160309T000000",37,3043,3079,3
"20160323T000000",776,247102,247877,2
"20150917T000000",751,99438,100188,2
"20161220T000000",832,463050,463881,2
"20150831T000000",813,86034,86846,2
"20150530T000000",771,13729,14499,2
"20151112T000000",771,143188,143958,2
"20160617T000000",774,315427,316200,2
"20150724T000000",796,56394,57189,2
"20171002T000000",812,690595,691406,2
"20170816T000000",814,652994,653807,2
"20170929T000000",785,688273,689057,2
"20150922T000000",755,103300,104054,2
"20160320T000000",807,244692,245498,2
"20170124T000000",804,491079,491882,2
"20151002T000000",792,111046,111837,2
"20150624T000000",733,33091,33823,2
"20161022T000000",759,415924,416682,2
"20160913T000000",777,385101,385877,2
"20160614T000000",759,313074,313832,2
"20151011T000000",801,118258,119058,2
"20170609T000000",730,599005,599734,2
"20170702T000000",804,617083,617886,2
"20170420T000000",810,559344,560153,2
"20170617T000000",786,605263,606048,2
"20150720T000000",803,53355,54157,2
"20170220T000000",777,512523,513299,2
"20150522T000000",796,7565,8360,2
"20150621T000000",820,30676,31495,2
"20170121T000000",792,488695,489486,2
"20161211T000000",762,455788,456549,2
"20170623T000000",821,610023,610843,2
"20161120T000000",844,439042,439885,2
"20171111T000000",792,722300,723091,2
"20171119T000000",772,728741,729512,2
"20170501T000000",754,568020,568773,2
"20170324T000000",760,538053,538812,2
"20160517T000000",811,290689,291499,2
"20160611T000000",827,310628,311454,2
"20161213T000000",848,457430,458277,2
"20161126T000000",758,443883,444640,2
"20170814T000000",801,651377,652177,2
"20171003T000000",822,691407,692228,2
"20161103T000000",780,425488,426267,2
"20170215T000000",774,508631,509404,2
"20160422T000000",755,270737,271491,2
"20170519T000000",769,582317,583085,2
"20161112T000000",791,432663,433453,2
"20150805T000000",777,65597,66373,2
"20170731T000000",836,640280,641115,2
"20150626T000000",837,34620,35456,2
"20171229T000000",799,760626,761424,2
"20150712T000000",821,47126,47946,2
"20170128T000000",785,494263,495047,2
"20160514T000000",772,288312,289083,2
"20170204T000000",773,499862,500634,2
"20150527T000000",798,11395,12192,2
"20150830T000000",782,85252,86033,2
"20150909T000000",760,93144,93903,2
"20161226T000000",814,467973,468786,2
"20150609T000000",764,21449,22212,2
"20170724T000000",811,634575,635385,2
"20170103T000000",780,474475,475254,2
"20170509T000000",734,574436,575169,2
"20160310T000000",782,236772,237553,2
"20151020T000000",748,125288,126035,2
"20160702T000000",747,327342,328088,2
"20160506T000000",819,281906,282724,2
"20160831T000000",776,374943,375718,2
"20170114T000000",785,483167,483951,2
"20161203T000000",798,449439,450236,2
"20170907T000000",765,670658,671422,2
"20170126T000000",782,492698,493479,2
"20150813T000000",768,71848,72615,2
"20151101T000000",805,134584,135388,2
"20160316T000000",841,241501,242341,2
"20150617T000000",808,27565,28372,2
"20160216T000000",827,218681,219507,2
"20161204T000000",766,450237,451002,2
"20170424T000000",799,562501,563299,2
"20150529T000000",756,12973,13728,2
"20160805T000000",791,354283,355073,2
"20170727T000000",817,636996,637812,2
"20160401T000000",814,254214,255027,2
"20170521T000000",774,583889,584662,2
"20170831T000000",798,664991,665788,2
"20160113T000000",792,191930,192721,2
"20160918T000000",802,389033,389834,2
"20170821T000000",810,656912,657721,2
"20160601T000000",826,302722,303547,2
"20161009T000000",773,405729,406501,2
"20170726T000000",827,636169,636995,2
"20170818T000000",778,654613,655390,2
"20160321T000000",802,245499,246300,2
"20161104T000000",786,426268,427053,2
"20170410T000000",818,551469,552286,2
"20160612T000000",825,311455,312279,2
"20150612T000000",784,23720,24503,2
"20161109T000000",822,430287,431108,2
"20170629T000000",739,614747,615485,2
"20170924T000000",886,684232,685117,2
"20160531T000000",772,301950,302721,2
"20170616T000000",724,604539,605262,2
"20161113T000000",824,433454,434277,2
"20170806T000000",791,645054,645844,2
"20171025T000000",802,708722,709523,2
"20150704T000000",804,40944,41747,2
"20171209T000000",749,744678,745426,2
"20151110T000000",835,141569,142403,2
"20150619T000000",721,29171,29891,2
"20171230T000000",775,761425,762199,2
"20160804T000000",822,353461,354282,2
"20161002T000000",833,400093,400925,2
"20170712T000000",766,625107,625872,2
"20151007T000000",799,115061,115859,2
"20160406T000000",798,258112,258909,2
"20161106T000000",770,427844,428613,2
"20170703T000000",820,617887,618706,2
"20170630T000000",803,615486,616288,2
"20160305T000000",820,232868,233687,2
"20160218T000000",810,220286,221095,2
"20151120T000000",812,149381,150192,2
"20170815T000000",816,652178,652993,2
"20150719T000000",742,52613,53354,2
"20170610T000000",795,599735,600529,2
"20170511T000000",829,575957,576785,2
"20171031T000000",791,713511,714301,2
"20160304T000000",818,232050,232867,2
"20160317T000000",768,242342,243109,2
"20160207T000000",775,211617,212391,2
"20171026T000000",789,709524,710312,2
"20160419T000000",806,268360,269165,2
"20170412T000000",799,553113,553911,2
"20170904T000000",831,668208,669038,2
"20150611T000000",743,22977,23719,2
"20151210T000000",820,165087,165906,2
"20150715T000000",762,49504,50265,2
"20151127T000000",749,154942,155690,2
"20151009T000000",787,116683,117469,2
"20151013T000000",799,119785,120583,2
"20170606T000000",833,596628,597460,2
"20150618T000000",798,28373,29170,2
"20170917T000000",833,678650,679482,2
"20161024T000000",780,417522,418301,2
"20161108T000000",845,429442,430286,2
"20170130T000000",752,495894,496645,2
"20160528T000000",774,299610,300383,2
"20150627T000000",760,35457,36216,2
"20170122T000000",804,489487,490290,2
"20151010T000000",788,117470,118257,2
"20171217T000000",817,751001,751817,2
"20150613T000000",765,24504,25268,2
"20151111T000000",784,142404,143187,2
"20170320T000000",754,534986,535739,2
"20150924T000000",763,104812,105574,2
"20160530T000000",784,301166,301949,2
"20170803T000000",822,642678,643499,2
"20160627T000000",790,323371,324160,2
"20150602T000000",741,16056,16796,2
"20160415T000000",782,265210,265991,2
"20170416T000000",763,556240,557002,2
"20160910T000000",784,382742,383525,2
"20160801T000000",799,351072,351870,2
"20151028T000000",851,131434,132284,2
"20171126T000000",807,734295,735101,2
"20161003T000000",812,400926,401737,2
"20170303T000000",766,521303,522068,2
"20170916T000000",844,677806,678649,2
"20170506T000000",808,571999,572806,2
"20160329T000000",746,251868,252613,2
"20161102T000000",808,424680,425487,2
"20160616T000000",810,314617,315426,2
"20150716T000000",817,50266,51082,2
"20170807T000000",764,645845,646608,2
"20160130T000000",794,205354,206147,2
"20171124T000000",785,732701,733485,2
"20160211T000000",822,214767,215588,2
"20160716T000000",799,338383,339181,2
"20160725T000000",802,345456,346257,2
"20151209T000000",767,164320,165086,2
"20151125T000000",767,153364,154130,2
"20151022T000000",787,126808,127594,2
"20170326T000000",761,539613,540373,2
"20170520T000000",803,583086,583888,2
"20151217T000000",812,170655,171466,2
"20170301T000000",834,519699,520532,2
"20150811T000000",789,70269,71057,2
"20170514T000000",764,578333,579096,2
"20150822T000000",813,78796,79608,2
"20160708T000000",816,331946,332761,2
"20160222T000000",779,223451,224229,2
"20160325T000000",806,248683,249488,2
"20160529T000000",782,300384,301165,2
"20160814T000000",757,361417,362173,2
"20150908T000000",775,92369,93143,2
"20170102T000000",811,473664,474474,2
"20151004T000000",797,112693,113489,2
"20161014T000000",765,409695,410459,2
"20161114T000000",827,434278,435104,2
"20150929T000000",792,108719,109510,2
"20151126T000000",811,154131,154941,2
"20160223T000000",789,224230,225018,2
"20150706T000000",729,42447,43175,2
"20151201T000000",767,158039,158805,2
"20160202T000000",810,207746,208555,2
"20151228T000000",841,179300,180140,2
"20170112T000000",762,481569,482330,2
"20150906T000000",803,90778,91580,2
"20170927T000000",735,686741,687475,2
"20171227T000000",763,759044,759806,2
"20170618T000000",766,606049,606814,2
"20160312T000000",779,238368,239146,2
"20170611T000000",773,600530,601302,2
"20151231T000000",785,181692,182476,2
"20161227T000000",830,468787,469616,2
"20170923T000000",851,683381,684231,2
"20170903T000000",773,667435,668207,2
"20170129T000000",846,495048,495893,2
"20150918T000000",791,100189,100979,2
"20170912T000000",768,674593,675360,2
"20160409T000000",850,260548,261397,2
"20150604T000000",776,17602,18377,2
"20151016T000000",791,122142,122932,2
"20161116T000000",809,435894,436702,2
"20171102T000000",779,715168,715946,2
"20161218T000000",768,461435,462202,2
"20170107T000000",738,477619,478356,2
"20171205T000000",768,741525,742292,2
"20160816T000000",772,362918,363689,2
"20171223T000000",789,755823,756611,2
"20160413T000000",783,263679,264461,2
"20150920T000000",784,101753,102536,2
"20160206T000000",729,210888,211616,2
"20160920T000000",775,390547,391321,2
"20161010T000000",841,406502,407342,2
"20160225T000000",788,225802,226589,2
"20151105T000000",762,137713,138474,2
"20161019T000000",807,413525,414331,2
"20171108T000000",755,719976,720730,2
"20170414T000000",767,554700,555466,2
"20160315T000000",801,240700,241500,2
"20170108T000000",803,478357,479159,2
"20171114T000000",836,724662,725497,2
"20151119T000000",791,148590,149380,2
"20150818T000000",698,75760,76457,2
"20161210T000000",855,454933,455787,2
"20151106T000000",811,138475,139285,2
"20160811T000000",795,359102,359896,2
"20160107T000000",776,187289,188064,2
"20150730T000000",759,61017,61775,2
"20160824T000000",772,369361,370132,2
"20151031T000000",776,133808,134583,2
"20160508T000000",796,283552,284347,2
"20150905T000000",793,89985,90777,2
"20150812T000000",790,71058,71847,2
"20160302T000000",735,230538,231272,2
"20170723T000000",805,633770,634574,2
"20150703T000000",776,40168,40943,2
"20170305T000000",784,522877,523660,2
"20160812T000000",749,359897,360645,2
"20170925T000000",828,685118,685945,2
"20170529T000000",760,590249,591008,2
"20160709T000000",778,332762,333539,2
"20170201T000000",840,497383,498222,2
"20170304T000000",808,522069,522876,2
"20170317T000000",799,532543,533341,2
"20170315T000000",811,530895,531705,2
"20170802T000000",799,641879,642677,2
"20171208T000000",837,743841,744677,2
"20160827T000000",815,371757,372571,2
"20150825T000000",827,81231,82057,2
"20160204T000000",771,209344,210114,2
"20170918T000000",740,679483,680222,2
"20151121T000000",786,150193,150978,2
"20161225T000000",800,467173,467972,2
"20160424T000000",887,272287,273173,2
"20170808T000000",761,646609,647369,2
"20160331T000000",815,253399,254213,2
"20160722T000000",819,343025,343843,2
"20170619T000000",856,606815,607670,2
"20161101T000000",803,423877,424679,2
"20171226T000000",785,758259,759043,2
"20170113T000000",836,482331,483166,2
"20171112T000000",792,723092,723883,2
"20170209T000000",791,503832,504622,2
"20160301T000000",812,229726,230537,2
"20151107T000000",753,139286,140038,2
"20170125T000000",815,491883,492697,2
"20170308T000000",781,525207,525987,2
"20150804T000000",763,64834,65596,2
"20170822T000000",798,657722,658519,2
"20170110T000000",798,479971,480768,2
"20160926T000000",775,395223,395997,2
"20170106T000000",775,476844,477618,2
"20170105T000000",854,475990,476843,2
"20160505T000000",803,281103,281905,2
"20160428T000000",835,275497,276331,2
"20160509T000000",791,284348,285138,2
"20160607T000000",812,307496,308307,2
"20170809T000000",803,647370,648172,2
"20160923T000000",809,392840,393648,2
"20150820T000000",747,77271,78017,2
"20150901T000000",796,86847,87642,2
"20160522T000000",797,294827,295623,2
"20160613T000000",794,312280,313073,2
"20160426T000000",771,273967,274737,2
"20170208T000000",797,503035,503831,2
"20171125T000000",809,733486,734294,2
"20160930T000000",834,398450,399283,2
"20150926T000000",758,106387,107144,2
"20161011T000000",769,407343,408111,2
"20160922T000000",773,392067,392839,2
"20151124T000000",844,152520,153363,2
"20160817T000000",798,363690,364487,2
"20160810T000000",796,358306,359101,2
"20161008T000000",790,404939,405728,2
"20160815T000000",744,362174,362917,2
"20160418T000000",810,267550,268359,2
"20160126T000000",803,202247,203049,2
"20170603T000000",822,594217,595038,2
"20160405T000000",753,257359,258111,2
"20170713T000000",806,625873,626678,2
"20161221T000000",833,463882,464714,2
"20150808T000000",766,67931,68696,2
"20160907T000000",807,380419,381225,2
"20160707T000000",806,331140,331945,2
"20170722T000000",825,632945,633769,2
"20150515T000000",756,2353,3108,2
"20150608T000000",781,20668,21448,2
"20150903T000000",799,88377,89175,2
"20160720T000000",756,341491,342246,2
"20170621T000000",857,608411,609267,2
"20160203T000000",788,208556,209343,2
"20160703T000000",790,328089,328878,2
"20160524T000000",814,296391,297204,2
"20161230T000000",769,471283,472051,2
"20171123T000000",797,731904,732700,2
"20170131T000000",737,496646,497382,2
"20171213T000000",804,747784,748587,2
"20160603T000000",732,304328,305059,2
"20171018T000000",797,703217,704013,2
"20151227T000000",799,178501,179299,2
"20150713T000000",810,47947,48756,2
"20151021T000000",772,126036,126807,2
"20170331T000000",833,543528,544360,2
"20170313T000000",801,529240,530040,2
"20150520T000000",732,6084,6815,2
"20171109T000000",779,720731,721509,2
"20170919T000000",750,680223,680972,2
"20170622T000000",755,609268,610022,2
"20160729T000000",805,348676,349480,2
"20170503T000000",781,569578,570358,2
"20170928T000000",797,687476,688272,2
"20161206T000000",794,451817,452610,2
"20160308T000000",768,235243,236010,2
"20171107T000000",788,719188,719975,2
"20160116T000000",768,194316,195083,2
"20160525T000000",829,297205,298033,2
"20170921T000000",772,681784,682555,2
"20170312T000000",810,528430,529239,2
"20160820T000000",840,366063,366902,2
"20170508T000000",796,573640,574435,2
"20160504T000000",810,280293,281102,2
"20161231T000000",831,472052,472882,2
"20170314T000000",854,530041,530894,2
"20170504T000000",866,570359,571224,2
"20160628T000000",753,324161,324913,2
"20170930T000000",778,689058,689835,2
"20150708T000000",786,44022,44807,2
"20160819T000000",780,365283,366062,2
"20150710T000000",794,45540,46333,2
"20171204T000000",818,740707,741524,2
"20151221T000000",780,173810,174589,2
"20150628T000000",810,36217,37026,2
"20170829T000000",801,663379,664179,2
"20170922T000000",825,682556,683380,2
"20170911T000000",833,673760,674592,2
"20150731T000000",778,61776,62553,2
"20160124T000000",814,200599,201412,2
"20151023T000000",781,127595,128375,2
"20171105T000000",801,717600,718400,2
"20151207T000000",771,162776,163546,2
"20150601T000000",755,15301,16055,2
"20171017T000000",795,702422,703216,2
"20171224T000000",774,756612,757385,2
"20170328T000000",829,541165,541993,2
"20160902T000000",787,376558,377344,2
"20161125T000000",793,443090,443882,2
"20150519T000000",752,5332,6083,2
"20150531T000000",801,14500,15300,2
"20170423T000000",779,561722,562500,2
"20151214T000000",787,168244,169030,2
"20150606T000000",774,19160,19933,2
"20171019T000000",787,704014,704800,2
"20170522T000000",811,584663,585473,2
"20170404T000000",778,546682,547459,2
"20151118T000000",798,147792,148589,2
"20161124T000000",788,442302,443089,2
"20160129T000000",736,204618,205353,2
"20150607T000000",734,19934,20667,2
"20160201T000000",808,206938,207745,2
"20160724T000000",784,344672,345455,2
"20150620T000000",784,29892,30675,2
"20160102T000000",784,183317,184100,2
"20171022T000000",749,706436,707184,2
"20160624T000000",772,321034,321805,2
"20170225T000000",819,516506,517324,2
"20150801T000000",745,62554,63298,2
"20170306T000000",778,523661,524438,2
"20161215T000000",792,459090,459881,2
"20160606T000000",777,306719,307495,2
"20160718T000000",805,339947,340751,2
"20150722T000000",751,54927,55677,2
"20160408T000000",813,259735,260547,2
"20161209T000000",742,454191,454932,2
"20160830T000000",816,374127,374942,2
"20161021T000000",807,415117,415923,2
"20170608T000000",771,598234,599004,2
"20170704T000000",793,618707,619499,2
"20161127T000000",816,444641,445456,2
"20170413T000000",788,553912,554699,2
"20170109T000000",811,479160,479970,2
"20151012T000000",726,119059,119784,2
"20160330T000000",785,252614,253398,2
"20170908T000000",756,671423,672178,2
"20160629T000000",812,324914,325725,2
"20161016T000000",763,411229,411991,2
"20150912T000000",792,95472,96263,2
"20160215T000000",702,217979,218680,2
"20151211T000000",793,165907,166699,2
"20160311T000000",814,237554,238367,2
"20171012T000000",758,698508,699265,2
"20150930T000000",767,109511,110277,2
"20170425T000000",779,563300,564078,2
"20170512T000000",766,576786,577551,2
"20170322T000000",739,536554,537292,2
"20151218T000000",759,171467,172225,2
"20151113T000000",776,143959,144734,2
"20151202T000000",780,158806,159585,2
"20151117T000000",823,146969,147791,2
"20160128T000000",771,203847,204617,2
"20160108T000000",796,188065,188860,2
"20160205T000000",773,210115,210887,2
"20170812T000000",785,649784,650568,2
"20160701T000000",789,326553,327341,2
"20161012T000000",791,408112,408902,2
"20161110T000000",775,431109,431883,2
"20150605T000000",782,18378,19159,2
"20160911T000000",774,383526,384299,2
"20150727T000000",749,58735,59483,2
"20171128T000000",812,735912,736723,2
"20170127T000000",783,493480,494262,2
"20170421T000000",795,560154,560948,2
"20160328T000000",798,251070,251867,2
"20170801T000000",763,641116,641878,2
"20151220T000000",812,172998,173809,2
"20160730T000000",828,349481,350308,2
"20160501T000000",819,277908,278726,2
"20170318T000000",857,533342,534198,2
"20160303T000000",777,231273,232049,2
"20161020T000000",785,414332,415116,2
"20151001T000000",768,110278,111045,2
"20170101T000000",781,472883,473663,2
"20160908T000000",750,381226,381975,2
"20150821T000000",778,78018,78795,2
"20171104T000000",824,716776,717599,2
"20161129T000000",805,446213,447017,2
"20170513T000000",781,577552,578332,2
"20171203T000000",803,739904,740706,2
"20160519T000000",796,292340,293135,2
"20161027T000000",767,419893,420659,2
"20170804T000000",775,643500,644274,2
"20161001T000000",809,399284,400092,2
"20160630T000000",827,325726,326552,2
"20150622T000000",760,31496,32255,2
"20160416T000000",766,265992,266757,2
"20160619T000000",853,316986,317838,2
"20150524T000000",745,9129,9873,2
"20160728T000000",817,347859,348675,2
"20160513T000000",771,287541,288311,2
"20170302T000000",770,520533,521302,2
"20151205T000000",806,161129,161934,2
"20160927T000000",838,395998,396835,2
"20160228T000000",781,228142,228922,2
"20160608T000000",798,308308,309105,2
"20160903T000000",826,377345,378170,2
"20150528T000000",780,12193,12972,2
"20150910T000000",826,93904,94729,2
"20171011T000000",743,697765,698507,2
"20161207T000000",802,452611,453412,2
"20170411T000000",826,552287,553112,2
"20160507T000000",827,282725,283551,2
"20160813T000000",771,360646,361416,2
"20160626T000000",805,322566,323370,2
"20160214T000000",770,217209,217978,2
"20170926T000000",795,685946,686740,2
"20160714T000000",805,336760,337564,2
"20170311T000000",815,527615,528429,2
"20170715T000000",763,627458,628220,2
"20160915T000000",851,386654,387504,2
"20160912T000000",801,384300,385100,2
"20150511T000000",212,0,211,2
"20151130T000000",747,157292,158038,2
"20171127T000000",810,735102,735911,2
"20150806T000000",800,66374,67173,2
"20170202T000000",784,498223,499006,2
"20150629T000000",810,37027,37836,2
"20170409T000000",798,550671,551468,2
"20170620T000000",740,607671,608410,2
"20161107T000000",828,428614,429441,2
"20150729T000000",726,60291,61016,2
"20170403T000000",807,545875,546681,2
"20161025T000000",805,418302,419106,2
"20170118T000000",845,486318,487162,2
"20160217T000000",778,219508,220285,2
"20170625T000000",767,611572,612338,2
"20150807T000000",757,67174,67930,2
"20150816T000000",764,74203,74966,2
"20160226T000000",755,226590,227344,2
"20160326T000000",784,249489,250272,2
"20171215T000000",832,749396,750227,2
"20160122T000000",768,199017,199784,2
"20160322T000000",801,246301,247101,2
"20170604T000000",817,595039,595855,2
"20161013T000000",792,408903,409694,2
"20170216T000000",802,509405,510206,2
"20160425T000000",793,273174,273966,2
"20151102T000000",787,135389,136175,2
"20160523T000000",767,295624,296390,2
"20151109T000000",760,140809,141568,2
"20171118T000000",806,727935,728740,2
"20150614T000000",789,25269,26057,2
"20170417T000000",789,557003,557791,2
"20171015T000000",801,700859,701659,2
"20150802T000000",777,63299,64075,2
"20160229T000000",803,228923,229725,2
"20151215T000000",834,169031,169864,2
"20160411T000000",779,262173,262951,2
"20150928T000000",779,107940,108718,2
"20170613T000000",814,602109,602922,2
"20170321T000000",814,535740,536553,2
"20170811T000000",835,648949,649783,2
"20161130T000000",801,447018,447818,2
"20150916T000000",867,98571,99437,2
"20171122T000000",785,731119,731903,2
"20170827T000000",817,661755,662571,2
"20170914T000000",829,676178,677006,2
"20160123T000000",814,199785,200598,2
"20150824T000000",796,80435,81230,2
"20151206T000000",841,161935,162775,2
"20150616T000000",766,26799,27564,2
"20150919T000000",773,100980,101752,2
"20151008T000000",823,115860,116682,2
"20160809T000000",808,357498,358305,2
"20160120T000000",784,197436,198219,2
"20171010T000000",734,697031,697764,2
"20161216T000000",739,459882,460620,2
"20160821T000000",827,366903,367729,2
"20160823T000000",841,368520,369360,2
"20160622T000000",774,319459,320232,2
"20160327T000000",797,250273,251069,2
"20171228T000000",819,759807,760625,2
"20160423T000000",795,271492,272286,2
"20160412T000000",727,262952,263678,2
"20160511T000000",832,285920,286751,2
"20160917T000000",755,388278,389032,2
"20171103T000000",829,715947,716775,2
"20151203T000000",750,159586,160335,2
"20170706T000000",771,620344,621114,2
"20151029T000000",760,132285,133044,2
"20161117T000000",767,436703,437469,2
"20170615T000000",794,603745,604538,2
"20150810T000000",804,69465,70268,2
"20150702T000000",777,39391,40167,2
"20170705T000000",844,619500,620343,2
"20170718T000000",781,629744,630524,2
"20160518T000000",840,291500,292339,2
"20160404T000000",803,256556,257358,2
"20161214T000000",812,458278,459089,2
"20150809T000000",768,68697,69464,2
"20170205T000000",805,500635,501439,2
"20150709T000000",732,44808,45539,2
"20160807T000000",822,355898,356719,2
"20170515T000000",825,579097,579921,2
"20170307T000000",768,524439,525206,2
"20171225T000000",873,757386,758258,2
"20170429T000000",778,566470,567247,2
"20170626T000000",742,612339,613080,2
"20161023T000000",839,416683,417521,2
"20171005T000000",828,693012,693839,2
"20160510T000000",781,285139,285919,2
"20150603T000000",805,16797,17601,2
"20170227T000000",790,518098,518887,2
"20160610T000000",771,309857,310627,2
"20170915T000000",799,677007,677805,2
"20171201T000000",822,738300,739121,2
"20161015T000000",769,410460,411228,2
"20170217T000000",791,510207,510997,2
"20161121T000000",814,439886,440699,2
"20170206T000000",790,501440,502229,2
"20160115T000000",781,193535,194315,2
"20151027T000000",761,130673,131433,2
"20170527T000000",734,588685,589418,2
"20160623T000000",801,320233,321033,2
"20160527T000000",770,298840,299609,2
"20170327T000000",791,540374,541164,2
"20170711T000000",822,624285,625106,2
"20170207T000000",805,502230,503034,2
"20170426T000000",751,564079,564829,2
"20161229T000000",850,470433,471282,2
"20170528T000000",830,589419,590248,2
"20150701T000000",783,38608,39390,2
"20151229T000000",773,180141,180913,2
"20160121T000000",797,198220,199016,2
"20171007T000000",806,694654,695459,2
"20160112T000000",785,191145,191929,2
"20160414T000000",748,264462,265209,2
"20170111T000000",800,480769,481568,2
"20171115T000000",826,725498,726323,2
"20150718T000000",756,51857,52612,2
"20170406T000000",780,548240,549019,2
"20160625T000000",760,321806,322565,2
"20170211T000000",780,505448,506227,2
"20170614T000000",822,602923,603744,2
"20151129T000000",822,156470,157291,2
"20151116T000000",746,146223,146968,2
"20150514T000000",734,1619,2352,2
"20171120T000000",772,729513,730284,2
"20170817T000000",805,653808,654612,2
"20161118T000000",807,437470,438276,2
"20161212T000000",880,456550,457429,2
"20160826T000000",812,370945,371756,2
"20170828T000000",807,662572,663378,2
"20170510T000000",787,575170,575956,2
"20170517T000000",804,580756,581559,2
"20150721T000000",769,54158,54926,2
"20161018T000000",757,412768,413524,2
"20170502T000000",804,568774,569577,2
"20170219T000000",759,511764,512522,2
"20171220T000000",787,753459,754245,2
"20170325T000000",800,538813,539612,2
"20160110T000000",766,189622,190387,2
"20160516T000000",834,289855,290688,2
"20170701T000000",794,616289,617082,2
"20160210T000000",815,213952,214766,2
"20160618T000000",785,316201,316985,2
"20170310T000000",796,526819,527614,2
"20151018T000000",732,123765,124496,2
"20160403T000000",742,255814,256555,2
"20170813T000000",808,650569,651376,2
"20171013T000000",802,699266,700067,2
"20170524T000000",787,586293,587079,2
"20161105T000000",790,427054,427843,2
"20171212T000000",792,746992,747783,2
"20150630T000000",771,37837,38607,2
"20160727T000000",821,347038,347858,2
"20150610T000000",764,22213,22976,2
"20171216T000000",773,750228,751000,2
"20170212T000000",762,506228,506989,2
"20160520T000000",830,293136,293965,2
"20160220T000000",769,221919,222687,2
"20160901T000000",839,375719,376557,2
"20151224T000000",800,176175,176974,2
"20170708T000000",774,621913,622686,2
"20150803T000000",758,64076,64833,2
"20170601T000000",855,592605,593459,2
"20160621T000000",814,318645,319458,2
"20161223T000000",869,465495,466363,2
"20171129T000000",776,736724,737499,2
"20160906T000000",740,379679,380418,2
"20151025T000000",755,129160,129914,2
"20160526T000000",806,298034,298839,2
"20170330T000000",771,542757,543527,2
"20160307T000000",762,234481,235242,2
"20170104T000000",735,475255,475989,2
"20171218T000000",832,751818,752649,2
"20170402T000000",763,545112,545874,2
"20151114T000000",770,144735,145504,2
"20160109T000000",761,188861,189621,2
"20160512T000000",789,286752,287540,2
"20171021T000000",765,705671,706435,2
"20161115T000000",789,435105,435893,2
"20150904T000000",809,89176,89984,2
"20150911T000000",742,94730,95471,2
"20171001T000000",759,689836,690594,2
"20161222T000000",780,464715,465494,2
"20160212T000000",815,215589,216403,2
"20170826T000000",842,660913,661754,2
"20160221T000000",763,222688,223450,2
"20150517T000000",740,3865,4604,2
"20160916T000000",773,387505,388277,2
"20170805T000000",779,644275,645053,2
"20161208T000000",778,453413,454190,2
"20171210T000000",809,745427,746235,2
"20150615T000000",741,26058,26798,2
"20160914T000000",776,385878,386653,2
"20170628T000000",818,613929,614746,2
"20170720T000000",829,631306,632134,2
"20170920T000000",811,680973,681783,2
"20170721T000000",810,632135,632944,2
"20160503T000000",784,279509,280292,2
"20160313T000000",792,239147,239938,2
"20170729T000000",790,638661,639450,2
"20170505T000000",774,571225,571998,2
"20171117T000000",803,727132,727934,2
"20161006T000000",822,403294,404115,2
"20160928T000000",814,396836,397649,2
"20160929T000000",800,397650,398449,2
"20171020T000000",870,704801,705670,2
"20170407T000000",832,549020,549851,2
"20160106T000000",771,186518,187288,2
"20171029T000000",805,711902,712706,2
"20160726T000000",780,346258,347037,2
"20160407T000000",825,258910,259734,2
"20160822T000000",790,367730,368519,2
"20170222T000000",806,514090,514895,2
"20170728T000000",848,637813,638660,2
"20160806T000000",824,355074,355897,2
"20161202T000000",775,448664,449438,2
"20171207T000000",799,743042,743840,2
"20150625T000000",796,33824,34619,2
"20161123T000000",823,441479,442301,2
"20170123T000000",788,490291,491078,2
"20160710T000000",794,333540,334333,2
"20150907T000000",788,91581,92368,2
"20160111T000000",757,190388,191144,2
"20151108T000000",770,140039,140808,2
"20150623T000000",835,32256,33090,2
"20170405T000000",780,547460,548239,2
"20170418T000000",757,557792,558548,2
"20160224T000000",783,225019,225801,2
"20170319T000000",787,534199,534985,2
"20170910T000000",799,672961,673759,2
"20171101T000000",866,714302,715167,2
"20150815T000000",815,73388,74202,2
"20151003T000000",855,111838,112692,2
"20170203T000000",855,499007,499861,2
"20170624T000000",728,610844,611571,2
"20170120T000000",728,487967,488694,2
"20170518T000000",757,581560,582316,2
"20170507T000000",833,572807,573639,2
"20160723T000000",828,343844,344671,2
"20160410T000000",775,261398,262172,2
"20151103T000000",776,136176,136951,2
"20160802T000000",777,351871,352647,2
"20160421T000000",780,269957,270736,2
"20171106T000000",787,718401,719187,2
"20151026T000000",758,129915,130672,2
